GeneSymbol	P43_HG	P56_bulge	P56_HG	P69_bulge	P69_HG
Kif5b	-0.00804770158957524	-0.344027184616586	-0.13835477163542	0.0290137336677372	-0.308981708617635
Kif5c	-3.06386388914127	0.422743381471533	-3.55794204794898	-0.777609632344816	-3.02179963701424
Kif9	-0.44260113760626	0.0626225375784184	-0.275227106088927	-0.27472266096361	-0.500523074216433
Kifap3	-0.143070423943828	0.0495429455196219	0.0769798056306059	-0.24414725780701	-0.291707284807699
Kifc1	1.81931412101669	NA	NA	NA	0.727697465227216
Kifc2	-0.337749779522555	NA	NA	NA	-0.167201505797434
Kifc3	-0.32330817088088	0.695360005492551	0.871206216950323	0.277862963947028	0.987758636964515
Kifc5b	0.834866630353123	NA	NA	NA	NA
Kin	0.248903478593812	-0.0172345401095857	0.248903478593812	0.0362054852053344	1.20072967602445
Kirrel	NA	NA	NA	NA	NA
Kiss1r	NA	NA	NA	NA	NA
Kit	1.02154431903184	NA	1.201984458608	NA	NA
Kitl	0.773811746364074	-0.134301707746364	1.23311400719478	-0.00827488765815509	0.669063319499552
Kl	NA	NA	NA	NA	NA
Klb	NA	NA	NA	NA	NA
Klc1	0.643435593324831	-0.0542690897132361	0.168198960955406	-0.16816456317255	0.091195426375501
Klc2	NA	NA	NA	NA	NA
Klc3	-0.933341106683926	0.184801649281766	-0.518814944837162	-0.127524939392483	-0.386702220222821
Klc4	-0.153055947922935	0.102240496468209	-0.242858057272949	0.0429617309064145	-0.102879778640354
Klf1	NA	NA	NA	NA	NA
Klf10	-0.336720374462407	-0.431901514017699	-1.28285313133535	1.04844749666337	0.275382008841465
Klf12	NA	NA	NA	NA	NA
Klf13	0.674661609797107	0.0452323047852339	1.43038466247138	0.408659418839718	1.14587303440236
Klf15	-1.74922092408295	0.358307951473559	-1.38946532170171	0.94424253090456	-1.92241983867924
Klf16	1.04788927485057	0	0.664547500790736	-0.303664682964409	0.839533404932824
Klf17	-0.0668519980396178	-0.258642878748486	-0.264973456532314	-0.0698397094422036	0.624445102577991
Klf2	-0.0620894936123566	-0.168073640298093	0.834881878148318	1.13439526425486	0.0346503160150249
Klf3	0.357276373043005	-0.0111319048374217	0.971879758644922	0.279808306971448	0.67858047575322
Klf4	0.0653815931757533	-0.254182646723243	0.28354529683848	0.162382078577559	0.216750823921844
Klf5	3.19618194219272	-0.05702134207817	2.57771655352709	0.578532044630896	2.93577470821949
Klf6	0.0371017460714427	-0.721404759357638	0.69222771618929	0.624782768144316	0.898878475772349
Klf7	0.412723934407371	0.138780131633657	0.898831227500482	0.0267182549920748	0.306018012740546
Klf9	0.583769059808641	-0.141904177131343	1.20546606737837	1.41417576060668	1.28043391597778
